#   GLON      GLAT      VLSR     MLON      MLAT
  300.8739  -61.5988  158.76  -31.1235   -3.7089
  300.8819  -61.5634  159.19  -31.0924   -3.7264
  300.8900  -61.5281  159.63  -31.0614   -3.7439
  300.8980  -61.4927  160.06  -31.0303   -3.7614
  300.9061  -61.4573  160.50  -30.9993   -3.7789
  300.9141  -61.4220  160.93  -30.9683   -3.7964
  300.9221  -61.3866  161.37  -30.9372   -3.8139
  300.9301  -61.3513  161.80  -30.9062   -3.8314
  300.9380  -61.3159  162.24  -30.8752   -3.8489
  300.9460  -61.2805  162.67  -30.8441   -3.8664
  300.9539  -61.2452  163.11  -30.8131   -3.8839
  300.9618  -61.2098  163.54  -30.7820   -3.9014
  300.9697  -61.1745  163.98  -30.7510   -3.9189
  300.9776  -61.1391  164.41  -30.7200   -3.9364
  300.9855  -61.1037  164.81  -30.6889   -3.9539
  300.9934  -61.0684  165.14  -30.6579   -3.9714
  300.9908  -61.0352  165.48  -30.6269   -3.9834
  300.9766  -61.0045  165.82  -30.5958   -3.9892
  300.9623  -60.9737  166.16  -30.5648   -3.9950
  300.9482  -60.9430  166.50  -30.5337   -4.0009
  300.9340  -60.9122  166.84  -30.5027   -4.0067
  300.9199  -60.8815  167.18  -30.4717   -4.0125
  300.9058  -60.8507  167.51  -30.4406   -4.0183
  300.8917  -60.8200  167.85  -30.4096   -4.0242
  300.8777  -60.7892  168.19  -30.3786   -4.0300
  300.8637  -60.7585  168.53  -30.3475   -4.0358
  300.8497  -60.7277  168.87  -30.3165   -4.0417
  300.8358  -60.6970  169.21  -30.2854   -4.0475
  300.8218  -60.6662  169.54  -30.2544   -4.0533
  300.8079  -60.6354  169.88  -30.2234   -4.0592
  300.7941  -60.6047  170.22  -30.1923   -4.0650
  300.7803  -60.5739  170.56  -30.1613   -4.0708
  300.7664  -60.5431  170.90  -30.1303   -4.0767
  300.7646  -60.5099  171.24  -30.0992   -4.0889
  300.7943  -60.4700  171.58  -30.0682   -4.1180
  300.8241  -60.4300  172.03  -30.0371   -4.1472
  300.8537  -60.3901  172.52  -30.0061   -4.1763
  300.8833  -60.3502  173.00  -29.9751   -4.2055
  300.9128  -60.3103  173.48  -29.9440   -4.2347
  300.9422  -60.2703  173.97  -29.9130   -4.2638
  300.9716  -60.2304  174.45  -29.8820   -4.2930
  301.0009  -60.1904  174.93  -29.8509   -4.3221
  301.0302  -60.1505  175.42  -29.8199   -4.3513
  301.0593  -60.1105  175.90  -29.7889   -4.3804
  301.0884  -60.0705  176.38  -29.7578   -4.4096
  301.1175  -60.0306  176.72  -29.7268   -4.4388
  301.1465  -59.9906  176.92  -29.6957   -4.4679
  301.1937  -59.9466  177.11  -29.6647   -4.5071
  301.2580  -59.8989  177.30  -29.6337   -4.5557
  301.3222  -59.8512  177.50  -29.6026   -4.6043
  301.3863  -59.8034  177.69  -29.5716   -4.6529
  301.4501  -59.7556  177.89  -29.5406   -4.7015
  301.5138  -59.7077  178.08  -29.5095   -4.7501
  301.5773  -59.6598  178.27  -29.4785   -4.7986
  301.6406  -59.6119  178.47  -29.4474   -4.8472
  301.7037  -59.5640  178.66  -29.4164   -4.8958
  301.7667  -59.5161  178.85  -29.3854   -4.9444
  301.8329  -59.4673  179.05  -29.3543   -4.9949
  301.9129  -59.4154  179.24  -29.3233   -5.0532
  301.9928  -59.3634  179.43  -29.2923   -5.1116
  302.0723  -59.3113  179.63  -29.2612   -5.1699
  302.1517  -59.2592  179.82  -29.2302   -5.2282
  302.2308  -59.2071  180.01  -29.1991   -5.2865
  302.3097  -59.1549  180.21  -29.1681   -5.3448
  302.3762  -59.1055  180.40  -29.1371   -5.3963
  302.4159  -59.0623  180.59  -29.1060   -5.4327
  302.4555  -59.0191  180.90  -29.0750   -5.4692
  302.4951  -58.9759  181.23  -29.0440   -5.5056
  302.5345  -58.9327  181.55  -29.0129   -5.5421
  302.5739  -58.8894  181.88  -28.9819   -5.5785
  302.6131  -58.8462  182.21  -28.9508   -5.6150
  302.6523  -58.8029  182.53  -28.9198   -5.6514
  302.6914  -58.7597  182.86  -28.8888   -5.6879
  302.7304  -58.7164  183.18  -28.8577   -5.7243
  302.7693  -58.6731  183.51  -28.8267   -5.7607
  302.8081  -58.6298  183.84  -28.7957   -5.7972
  302.8468  -58.5865  184.16  -28.7646   -5.8336
  302.8854  -58.5432  184.49  -28.7336   -5.8701
  302.8847  -58.5093  184.82  -28.7025   -5.8840
  302.8527  -58.4830  185.14  -28.6715   -5.8798
  302.8208  -58.4568  185.47  -28.6405   -5.8756
  302.7889  -58.4304  185.80  -28.6094   -5.8715
  302.7570  -58.4041  186.12  -28.5784   -5.8673
  302.7252  -58.3778  186.45  -28.5474   -5.8632
  302.6935  -58.3515  186.78  -28.5163   -5.8590
  302.6618  -58.3252  187.10  -28.4853   -5.8548
  302.6301  -58.2988  187.43  -28.4542   -5.8507
  302.5985  -58.2724  187.75  -28.4232   -5.8465
  302.5670  -58.2461  188.08  -28.3922   -5.8423
  302.5354  -58.2197  188.41  -28.3611   -5.8382
  302.5040  -58.1933  188.73  -28.3301   -5.8340
  302.4726  -58.1669  189.06  -28.2991   -5.8298
  302.4412  -58.1405  189.39  -28.2680   -5.8257
  302.4099  -58.1141  189.66  -28.2370   -5.8215
  302.3787  -58.0877  189.85  -28.2059   -5.8173
  302.3475  -58.0613  190.03  -28.1749   -5.8132
  302.3163  -58.0348  190.21  -28.1439   -5.8090
  302.2852  -58.0084  190.39  -28.1128   -5.8048
  302.2541  -57.9819  190.57  -28.0818   -5.8007
  302.2231  -57.9555  190.75  -28.0508   -5.7965
  302.1921  -57.9290  190.93  -28.0197   -5.7923
  302.1612  -57.9025  191.11  -27.9887   -5.7882
  302.1298  -57.8762  191.30  -27.9577   -5.7837
  302.0978  -57.8500  191.48  -27.9266   -5.7788
  302.0658  -57.8237  191.66  -27.8956   -5.7740
  302.0339  -57.7975  191.84  -27.8645   -5.7691
  302.0020  -57.7713  192.02  -27.8335   -5.7642
  301.9702  -57.7450  192.20  -27.8025   -5.7594
  301.9384  -57.7188  192.38  -27.7714   -5.7545
  301.9067  -57.6925  192.57  -27.7404   -5.7497
  301.8750  -57.6662  192.75  -27.7094   -5.7448
  301.8434  -57.6399  192.93  -27.6783   -5.7399
  301.8118  -57.6136  193.11  -27.6473   -5.7351
  301.7803  -57.5873  193.29  -27.6162   -5.7302
  301.7488  -57.5610  193.47  -27.5852   -5.7254
  301.7174  -57.5347  193.65  -27.5542   -5.7205
  301.6860  -57.5084  193.83  -27.5231   -5.7156
  301.6547  -57.4820  194.02  -27.4921   -5.7108
  301.6234  -57.4557  194.20  -27.4611   -5.7059
  301.5921  -57.4293  194.38  -27.4300   -5.7011
  301.5609  -57.4030  194.56  -27.3990   -5.6962
  301.5298  -57.3766  194.95  -27.3679   -5.6913
  301.4987  -57.3502  195.38  -27.3369   -5.6865
  301.4663  -57.3241  195.82  -27.3059   -5.6808
  301.4336  -57.2981  196.25  -27.2748   -5.6750
  301.4010  -57.2721  196.69  -27.2438   -5.6691
  301.3684  -57.2460  197.12  -27.2128   -5.6633
  301.3359  -57.2200  197.56  -27.1817   -5.6575
  301.3035  -57.1939  197.70  -27.1507   -5.6516
  301.2710  -57.1679  197.83  -27.1196   -5.6458
  301.2387  -57.1418  197.95  -27.0886   -5.6400
  301.2064  -57.1157  198.08  -27.0576   -5.6342
  301.1741  -57.0896  198.20  -27.0265   -5.6283
  301.1419  -57.0635  198.33  -26.9955   -5.6225
  301.1097  -57.0374  198.45  -26.9645   -5.6167
  301.0776  -57.0113  198.57  -26.9334   -5.6108
  301.0455  -56.9852  198.70  -26.9024   -5.6050
  301.0134  -56.9590  198.82  -26.8713   -5.5992
  300.9815  -56.9329  198.95  -26.8403   -5.5933
  300.9495  -56.9067  199.07  -26.8093   -5.5875
  300.9082  -56.8827  199.20  -26.7782   -5.5761
  300.8616  -56.8600  199.32  -26.7472   -5.5615
  300.8151  -56.8372  199.44  -26.7162   -5.5469
  300.7686  -56.8143  199.57  -26.6851   -5.5323
  300.7222  -56.7915  199.69  -26.6541   -5.5178
  300.6759  -56.7687  199.82  -26.6230   -5.5032
  300.6296  -56.7458  199.94  -26.5920   -5.4886
  300.5834  -56.7229  200.07  -26.5610   -5.4740
  300.5372  -56.7000  200.19  -26.5299   -5.4594
  300.4911  -56.6770  200.32  -26.4989   -5.4449
  300.4450  -56.6541  200.44  -26.4679   -5.4303
  300.3990  -56.6311  200.56  -26.4368   -5.4157
  300.3531  -56.6081  200.71  -26.4058   -5.4011
  300.3072  -56.5851  200.85  -26.3748   -5.3865
  300.2506  -56.5646  201.00  -26.3437   -5.3655
  300.1926  -56.5443  201.14  -26.3127   -5.3437
  300.1347  -56.5240  201.29  -26.2816   -5.3218
  300.0768  -56.5036  201.43  -26.2506   -5.2999
  300.0190  -56.4832  201.58  -26.2196   -5.2781
  299.9612  -56.4628  201.72  -26.1885   -5.2562
  299.9036  -56.4424  201.87  -26.1575   -5.2343
  299.8459  -56.4220  202.01  -26.1265   -5.2125
  299.7884  -56.4015  202.16  -26.0954   -5.1906
  299.7309  -56.3810  202.30  -26.0644   -5.1687
  299.6735  -56.3604  202.45  -26.0333   -5.1469
  299.6161  -56.3398  202.59  -26.0023   -5.1250
  299.5588  -56.3192  202.74  -25.9713   -5.1031
  299.5060  -56.2976  202.88  -25.9402   -5.0839
  299.4854  -56.2689  203.03  -25.9092   -5.0839
  299.4649  -56.2402  203.17  -25.8782   -5.0839
  299.4444  -56.2114  203.32  -25.8471   -5.0839
  299.4239  -56.1827  203.46  -25.8161   -5.0839
  299.4034  -56.1539  203.61  -25.7850   -5.0839
  299.3830  -56.1252  203.75  -25.7540   -5.0839
  299.3627  -56.0964  203.90  -25.7230   -5.0839
  299.3423  -56.0677  204.04  -25.6919   -5.0839
  299.3220  -56.0389  204.19  -25.6609   -5.0839
  299.3017  -56.0102  204.33  -25.6299   -5.0839
  299.2815  -55.9814  204.48  -25.5988   -5.0839
  299.2613  -55.9526  204.59  -25.5678   -5.0839
  299.2411  -55.9238  204.65  -25.5367   -5.0839
  299.2210  -55.8951  204.71  -25.5057   -5.0839
  299.2009  -55.8663  204.77  -25.4747   -5.0839
  299.1808  -55.8375  204.83  -25.4436   -5.0839
  299.1607  -55.8087  204.88  -25.4126   -5.0839
  299.1407  -55.7799  204.94  -25.3816   -5.0839
  299.1207  -55.7511  205.00  -25.3505   -5.0839
  299.1008  -55.7223  205.06  -25.3195   -5.0839
  299.0808  -55.6935  205.12  -25.2884   -5.0839
  299.0610  -55.6647  205.17  -25.2574   -5.0839
  299.0411  -55.6359  205.23  -25.2264   -5.0839
  299.0213  -55.6071  205.29  -25.1953   -5.0839
  299.0015  -55.5782  205.35  -25.1643   -5.0839
  298.9817  -55.5494  205.41  -25.1333   -5.0839
  298.9620  -55.5206  205.46  -25.1022   -5.0839
  298.9423  -55.4918  205.52  -25.0712   -5.0839
  298.9226  -55.4629  205.58  -25.0401   -5.0839
  298.9030  -55.4341  205.64  -25.0091   -5.0839
  298.8912  -55.4035  205.70  -24.9781   -5.0887
  298.9195  -55.3642  205.75  -24.9470   -5.1178
  298.9477  -55.3248  205.81  -24.9160   -5.1470
  298.9759  -55.2855  205.87  -24.8850   -5.1761
  299.0040  -55.2461  205.93  -24.8539   -5.2053
  299.0321  -55.2068  205.99  -24.8229   -5.2344
  299.0602  -55.1674  206.04  -24.7919   -5.2636
  299.0881  -55.1281  206.10  -24.7608   -5.2928
  299.1161  -55.0887  206.16  -24.7298   -5.3219
  299.1440  -55.0493  206.22  -24.6987   -5.3511
  299.1718  -55.0099  206.28  -24.6677   -5.3802
  299.1996  -54.9706  206.33  -24.6367   -5.4094
  299.2273  -54.9312  206.39  -24.6056   -5.4386
  299.2550  -54.8918  206.45  -24.5746   -5.4677
  299.2826  -54.8524  206.51  -24.5436   -5.4969
  299.3102  -54.8130  206.57  -24.5125   -5.5260
  299.3377  -54.7736  206.57  -24.4815   -5.5552
  299.3652  -54.7342  206.57  -24.4504   -5.5843
  299.3836  -54.6968  206.57  -24.4194   -5.6079
  299.4016  -54.6595  206.57  -24.3884   -5.6312
  299.4196  -54.6223  206.57  -24.3573   -5.6545
  299.4376  -54.5850  206.57  -24.3263   -5.6779
  299.4555  -54.5477  206.57  -24.2953   -5.7012
  299.4734  -54.5104  206.57  -24.2642   -5.7245
  299.4913  -54.4731  206.57  -24.2332   -5.7478
  299.5091  -54.4358  206.57  -24.2021   -5.7712
  299.5269  -54.3986  206.57  -24.1711   -5.7945
  299.5447  -54.3613  206.57  -24.1401   -5.8178
  299.5625  -54.3240  206.57  -24.1090   -5.8412
  299.5802  -54.2867  206.57  -24.0780   -5.8645
  299.5979  -54.2494  206.57  -24.0470   -5.8878
  299.6156  -54.2121  206.57  -24.0159   -5.9111
  299.6332  -54.1748  206.57  -23.9849   -5.9345
  299.6508  -54.1375  206.57  -23.9538   -5.9578
  299.6684  -54.1002  206.57  -23.9228   -5.9811
  299.6636  -54.0682  206.57  -23.8918   -5.9903
  299.6519  -54.0377  206.57  -23.8607   -5.9952
  299.6403  -54.0072  206.57  -23.8297   -6.0000
  299.6287  -53.9767  206.57  -23.7987   -6.0049
  299.6170  -53.9462  206.57  -23.7676   -6.0098
  299.6055  -53.9157  206.57  -23.7366   -6.0146
  299.5939  -53.8852  206.57  -23.7055   -6.0195
  299.5823  -53.8547  206.57  -23.6745   -6.0243
  299.5708  -53.8242  206.57  -23.6435   -6.0292
  299.5593  -53.7937  206.57  -23.6124   -6.0340
  299.5478  -53.7632  206.57  -23.5814   -6.0389
  299.5363  -53.7327  206.57  -23.5504   -6.0438
  299.5249  -53.7022  206.63  -23.5193   -6.0486
  299.5134  -53.6717  206.68  -23.4883   -6.0535
  299.5020  -53.6412  206.74  -23.4572   -6.0583
  299.4906  -53.6107  206.80  -23.4262   -6.0632
  299.4793  -53.5802  206.86  -23.3952   -6.0681
  299.4679  -53.5497  206.92  -23.3641   -6.0729
  299.4566  -53.5192  206.97  -23.3331   -6.0778
  299.4453  -53.4887  207.03  -23.3021   -6.0826
  299.4322  -53.4586  207.09  -23.2710   -6.0864
  299.4068  -53.4314  207.15  -23.2400   -6.0822
  299.3815  -53.4041  207.21  -23.2090   -6.0780
  299.3561  -53.3769  207.26  -23.1779   -6.0739
  299.3309  -53.3496  207.32  -23.1469   -6.0697
  299.3056  -53.3224  207.38  -23.1158   -6.0655
  299.2804  -53.2951  207.44  -23.0848   -6.0614
  299.2552  -53.2679  207.50  -23.0538   -6.0572
  299.2301  -53.2406  207.56  -23.0227   -6.0530
  299.2050  -53.2133  207.61  -22.9917   -6.0489
  299.1799  -53.1860  207.67  -22.9607   -6.0447
  299.1549  -53.1587  207.73  -22.9296   -6.0405
  299.1299  -53.1314  207.79  -22.8986   -6.0364
  299.1049  -53.1041  207.85  -22.8675   -6.0322
  299.0800  -53.0768  207.90  -22.8365   -6.0280
  299.0551  -53.0495  207.96  -22.8055   -6.0239
  299.0302  -53.0222  208.02  -22.7744   -6.0197
  299.0054  -52.9949  208.08  -22.7434   -6.0156
  298.9806  -52.9675  208.14  -22.7124   -6.0114
  298.9558  -52.9402  208.19  -22.6813   -6.0072
  298.9311  -52.9128  208.25  -22.6503   -6.0031
  298.9064  -52.8855  208.31  -22.6192   -5.9989
  298.8817  -52.8581  208.37  -22.5882   -5.9947
  298.8571  -52.8308  208.43  -22.5572   -5.9906
  298.8328  -52.8033  208.48  -22.5261   -5.9866
  298.8147  -52.7745  208.54  -22.4951   -5.9866
  298.7966  -52.7456  208.57  -22.4641   -5.9866
  298.7785  -52.7168  208.57  -22.4330   -5.9866
  298.7605  -52.6879  208.57  -22.4020   -5.9866
  298.7424  -52.6590  208.57  -22.3709   -5.9866
  298.7244  -52.6301  208.57  -22.3399   -5.9866
  298.7065  -52.6013  208.57  -22.3089   -5.9866
  298.6885  -52.5724  208.57  -22.2778   -5.9866
  298.6706  -52.5435  208.57  -22.2468   -5.9866
  298.6527  -52.5146  208.57  -22.2158   -5.9866
  298.6349  -52.4857  208.57  -22.1847   -5.9866
  298.6170  -52.4568  208.57  -22.1537   -5.9866
  298.5992  -52.4279  208.57  -22.1226   -5.9866
  298.5814  -52.3990  208.57  -22.0916   -5.9866
  298.5637  -52.3701  208.57  -22.0606   -5.9866
  298.5460  -52.3412  208.57  -22.0295   -5.9866
  298.5282  -52.3123  208.57  -21.9985   -5.9866
  298.5106  -52.2834  208.57  -21.9675   -5.9866
  298.4929  -52.2545  208.57  -21.9364   -5.9866
  298.4753  -52.2256  208.57  -21.9054   -5.9866
  298.4577  -52.1967  208.57  -21.8743   -5.9866
  298.4401  -52.1677  208.57  -21.8433   -5.9866
  298.4226  -52.1388  208.57  -21.8123   -5.9866
  298.4050  -52.1099  208.57  -21.7812   -5.9866
  298.3875  -52.0809  208.57  -21.7502   -5.9866
  298.3701  -52.0520  208.58  -21.7192   -5.9866
  298.3526  -52.0231  208.62  -21.6881   -5.9866
  298.3728  -51.9855  208.66  -21.6571   -6.0113
  298.4263  -51.9403  208.69  -21.6261   -6.0580
  298.4798  -51.8951  208.73  -21.5950   -6.1046
  298.5331  -51.8499  208.77  -21.5640   -6.1513
  298.5863  -51.8047  208.80  -21.5329   -6.1979
  298.6395  -51.7594  208.84  -21.5019   -6.2446
  298.6925  -51.7142  208.87  -21.4709   -6.2912
  298.7454  -51.6689  208.91  -21.4398   -6.3379
  298.7983  -51.6236  208.95  -21.4088   -6.3845
  298.8510  -51.5782  208.98  -21.3778   -6.4312
  298.9036  -51.5329  209.02  -21.3467   -6.4778
  298.9562  -51.4875  209.06  -21.3157   -6.5245
  299.0086  -51.4421  209.09  -21.2846   -6.5711
  299.0610  -51.3967  209.13  -21.2536   -6.6178
  299.1132  -51.3513  209.16  -21.2226   -6.6645
  299.1653  -51.3058  209.20  -21.1915   -6.7111
  299.2174  -51.2604  209.24  -21.1605   -6.7578
  299.2665  -51.2156  209.27  -21.1295   -6.8025
  299.3096  -51.1722  209.31  -21.0984   -6.8433
  299.3527  -51.1288  209.35  -21.0674   -6.8841
  299.3958  -51.0853  209.38  -21.0363   -6.9250
  299.4387  -51.0419  209.42  -21.0053   -6.9658
  299.4816  -50.9984  209.45  -20.9743   -7.0066
  299.5244  -50.9550  209.49  -20.9432   -7.0474
  299.5671  -50.9115  209.53  -20.9122   -7.0882
  299.6098  -50.8680  209.56  -20.8812   -7.1291
  299.6524  -50.8245  209.65  -20.8501   -7.1699
  299.6949  -50.7810  209.73  -20.8191   -7.2107
  299.7373  -50.7375  209.81  -20.7880   -7.2515
  299.7797  -50.6940  209.89  -20.7570   -7.2924
  299.8220  -50.6504  209.98  -20.7260   -7.3332
  299.8642  -50.6069  210.06  -20.6949   -7.3740
  299.9063  -50.5633  210.14  -20.6639   -7.4148
  299.9484  -50.5197  210.23  -20.6329   -7.4556
  299.9842  -50.4777  210.31  -20.6018   -7.4922
  299.9786  -50.4460  210.39  -20.5708   -7.5005
  299.9731  -50.4144  210.47  -20.5397   -7.5088
  299.9676  -50.3827  210.56  -20.5087   -7.5172
  299.9621  -50.3510  210.64  -20.4777   -7.5255
  299.9567  -50.3193  210.72  -20.4466   -7.5338
  299.9512  -50.2876  210.81  -20.4156   -7.5422
  299.9457  -50.2559  210.89  -20.3846   -7.5505
  299.9403  -50.2243  210.97  -20.3535   -7.5588
  299.9349  -50.1926  211.05  -20.3225   -7.5672
  299.9294  -50.1609  211.14  -20.2914   -7.5755
  299.9240  -50.1292  211.22  -20.2604   -7.5838
  299.9186  -50.0975  211.30  -20.2294   -7.5922
  299.9132  -50.0658  211.39  -20.1983   -7.6005
  299.9078  -50.0341  211.47  -20.1673   -7.6088
  299.9025  -50.0025  211.55  -20.1363   -7.6171
  299.8971  -49.9708  211.64  -20.1052   -7.6255
  299.8918  -49.9391  211.72  -20.0742   -7.6338
  299.8864  -49.9074  211.80  -20.0432   -7.6421
  299.8811  -49.8757  211.88  -20.0121   -7.6505
  299.8758  -49.8440  211.97  -19.9811   -7.6588
  299.8705  -49.8124  212.05  -19.9500   -7.6671
  299.8652  -49.7807  212.13  -19.9190   -7.6755
  299.8599  -49.7490  212.22  -19.8880   -7.6838
  299.8534  -49.7176  212.30  -19.8569   -7.6913
  299.8247  -49.6918  212.38  -19.8259   -7.6833
  299.7960  -49.6661  212.46  -19.7949   -7.6754
  299.7673  -49.6403  212.55  -19.7638   -7.6674
  299.7387  -49.6145  212.63  -19.7328   -7.6595
  299.7101  -49.5886  212.71  -19.7017   -7.6515
  299.6816  -49.5628  212.80  -19.6707   -7.6435
  299.6531  -49.5370  212.88  -19.6397   -7.6356
  299.6246  -49.5112  212.96  -19.6086   -7.6276
  299.5961  -49.4853  213.04  -19.5776   -7.6197
  299.5677  -49.4594  213.13  -19.5466   -7.6117
  299.5393  -49.4336  213.21  -19.5155   -7.6038
  299.5110  -49.4077  213.29  -19.4845   -7.5958
  299.4827  -49.3818  213.38  -19.4534   -7.5879
  299.4544  -49.3559  213.46  -19.4224   -7.5799
  299.4261  -49.3300  213.54  -19.3914   -7.5720
  299.3979  -49.3041  213.59  -19.3603   -7.5640
  299.3697  -49.2782  213.63  -19.3293   -7.5561
  299.3415  -49.2523  213.67  -19.2983   -7.5481
  299.3134  -49.2263  213.71  -19.2672   -7.5402
  299.2853  -49.2004  213.76  -19.2362   -7.5322
  299.2572  -49.1744  213.80  -19.2051   -7.5243
  299.2292  -49.1485  213.84  -19.1741   -7.5163
  299.2012  -49.1225  213.88  -19.1431   -7.5084
  299.1732  -49.0965  213.92  -19.1120   -7.5004
  299.1453  -49.0705  213.96  -19.0810   -7.4925
  299.1174  -49.0446  214.00  -19.0500   -7.4845
  299.0895  -49.0185  214.05  -19.0189   -7.4765
  299.0617  -48.9925  214.09  -18.9879   -7.4686
  299.0339  -48.9665  214.13  -18.9568   -7.4606
  299.0061  -48.9405  214.17  -18.9258   -7.4527
  298.9783  -48.9144  214.21  -18.8948   -7.4447
  298.9506  -48.8884  214.25  -18.8637   -7.4368
  298.9229  -48.8623  214.29  -18.8327   -7.4288
  298.8953  -48.8363  214.34  -18.8017   -7.4209
  298.8676  -48.8102  214.38  -18.7706   -7.4129
  298.8401  -48.7841  214.42  -18.7396   -7.4050
  298.8125  -48.7580  214.46  -18.7085   -7.3970
  298.7803  -48.7331  214.50  -18.6775   -7.3858
  298.7309  -48.7123  214.54  -18.6465   -7.3624
  298.6816  -48.6915  214.53  -18.6154   -7.3391
  298.6323  -48.6707  214.50  -18.5844   -7.3158
  298.5831  -48.6498  214.46  -18.5534   -7.2925
  298.5339  -48.6290  214.43  -18.5223   -7.2691
  298.4848  -48.6081  214.40  -18.4913   -7.2458
  298.4357  -48.5871  214.37  -18.4603   -7.2225
  298.3866  -48.5662  214.34  -18.4292   -7.1991
  298.3376  -48.5452  214.30  -18.3982   -7.1758
  298.2886  -48.5242  214.27  -18.3671   -7.1525
  298.2397  -48.5032  214.24  -18.3361   -7.1292
  298.1908  -48.4822  214.21  -18.3051   -7.1058
  298.1420  -48.4611  214.17  -18.2740   -7.0825
  298.0932  -48.4400  214.14  -18.2430   -7.0592
  298.0444  -48.4189  214.11  -18.2120   -7.0359
  297.9957  -48.3977  214.08  -18.1809   -7.0125
  297.9469  -48.3766  214.05  -18.1499   -6.9891
  297.8900  -48.3574  214.01  -18.1188   -6.9599
  297.8331  -48.3381  213.98  -18.0878   -6.9308
  297.7763  -48.3188  213.95  -18.0568   -6.9016
  297.7195  -48.2995  213.92  -18.0257   -6.8725
  297.6628  -48.2801  213.88  -17.9947   -6.8433
  297.6061  -48.2607  213.85  -17.9637   -6.8142
  297.5494  -48.2413  213.82  -17.9326   -6.7850
  297.4929  -48.2218  213.79  -17.9016   -6.7558
  297.4363  -48.2023  213.76  -17.8705   -6.7267
  297.3798  -48.1828  213.72  -17.8395   -6.6975
  297.3233  -48.1632  213.69  -17.8085   -6.6684
  297.2669  -48.1436  213.66  -17.7774   -6.6392
  297.2105  -48.1240  213.63  -17.7464   -6.6100
  297.1542  -48.1044  213.59  -17.7154   -6.5809
  297.0979  -48.0847  213.56  -17.6843   -6.5517
  297.0417  -48.0650  213.53  -17.6533   -6.5226
  296.9854  -48.0452  213.50  -17.6222   -6.4934
  296.9405  -48.0229  213.47  -17.5912   -6.4722
  296.8982  -47.9999  213.45  -17.5602   -6.4528
  296.8559  -47.9770  213.42  -17.5291   -6.4333
  296.8136  -47.9540  213.39  -17.4981   -6.4139
  296.7713  -47.9310  213.36  -17.4671   -6.3944
  296.7291  -47.9080  213.33  -17.4360   -6.3750
  296.6870  -47.8850  213.30  -17.4050   -6.3556
  296.6448  -47.8620  213.27  -17.3739   -6.3361
  296.6027  -47.8389  213.24  -17.3429   -6.3167
  296.5607  -47.8158  213.21  -17.3119   -6.2972
  296.5187  -47.7927  213.18  -17.2808   -6.2778
  296.4767  -47.7696  213.16  -17.2498   -6.2584
  296.4348  -47.7465  213.13  -17.2188   -6.2389
  296.3929  -47.7233  213.10  -17.1877   -6.2195
  296.3510  -47.7002  213.07  -17.1567   -6.2001
  296.3092  -47.6770  213.04  -17.1256   -6.1806
  296.2674  -47.6538  213.01  -17.0946   -6.1612
  296.2257  -47.6306  212.98  -17.0636   -6.1417
  296.1840  -47.6073  212.95  -17.0325   -6.1223
  296.1423  -47.5841  212.92  -17.0015   -6.1029
  296.1056  -47.5597  212.89  -16.9705   -6.0869
  296.0914  -47.5304  212.87  -16.9394   -6.0869
  296.0772  -47.5010  212.84  -16.9084   -6.0869
  296.0630  -47.4717  212.81  -16.8773   -6.0869
  296.0488  -47.4424  212.78  -16.8463   -6.0869
  296.0347  -47.4130  212.75  -16.8153   -6.0869
  296.0206  -47.3837  212.72  -16.7842   -6.0869
  296.0064  -47.3543  212.69  -16.7532   -6.0869
  295.9923  -47.3250  212.66  -16.7222   -6.0869
  295.9783  -47.2956  212.63  -16.6911   -6.0869
  295.9642  -47.2663  212.60  -16.6601   -6.0869
  295.9502  -47.2369  212.58  -16.6291   -6.0869
  295.9362  -47.2076  212.56  -16.5980   -6.0869
  295.9222  -47.1782  212.56  -16.5670   -6.0869
  295.9082  -47.1488  212.56  -16.5359   -6.0869
  295.8942  -47.1195  212.56  -16.5049   -6.0869
  295.8803  -47.0901  212.56  -16.4739   -6.0869
  295.8663  -47.0607  212.56  -16.4428   -6.0869
  295.8524  -47.0314  212.56  -16.4118   -6.0869
  295.8385  -47.0020  212.56  -16.3808   -6.0869
  295.8246  -46.9726  212.56  -16.3497   -6.0869
  295.8108  -46.9433  212.56  -16.3187   -6.0869
  295.7969  -46.9139  212.56  -16.2876   -6.0869
  295.7831  -46.8845  212.56  -16.2566   -6.0869
  295.7693  -46.8551  212.56  -16.2256   -6.0869
  295.7555  -46.8257  212.56  -16.1945   -6.0869
  295.7418  -46.7963  212.56  -16.1635   -6.0869
  295.7280  -46.7669  212.56  -16.1325   -6.0869
  295.7143  -46.7376  212.56  -16.1014   -6.0869
  295.7005  -46.7082  212.56  -16.0704   -6.0869
  295.6868  -46.6788  212.56  -16.0393   -6.0869
  295.6732  -46.6494  212.56  -16.0083   -6.0869
  295.6595  -46.6200  212.56  -15.9773   -6.0869
  295.6458  -46.5906  212.56  -15.9462   -6.0869
  295.6322  -46.5612  212.56  -15.9152   -6.0869
  295.6186  -46.5317  212.56  -15.8842   -6.0869
  295.6050  -46.5023  212.56  -15.8531   -6.0869
  295.5914  -46.4729  212.56  -15.8221   -6.0869
  295.5778  -46.4435  212.56  -15.7910   -6.0869
  295.5643  -46.4141  212.56  -15.7600   -6.0869
  295.5508  -46.3847  212.56  -15.7290   -6.0869
  295.5373  -46.3553  212.56  -15.6979   -6.0869
  295.5238  -46.3258  212.56  -15.6669   -6.0869
