#   GLON      GLAT      VLSR     MLON      MLAT
  314.3299  -74.8756    7.60  -45.0592   -1.4568
  314.2978  -74.8432    7.95  -45.0281   -1.4693
  314.2658  -74.8108    8.30  -44.9971   -1.4818
  314.2340  -74.7784    8.65  -44.9661   -1.4943
  314.2023  -74.7460    9.00  -44.9350   -1.5068
  314.1707  -74.7136    9.34  -44.9040   -1.5193
  314.1393  -74.6812    9.69  -44.8730   -1.5318
  314.1079  -74.6488   10.04  -44.8419   -1.5443
  314.0768  -74.6164   10.39  -44.8109   -1.5568
  314.0457  -74.5840   10.74  -44.7798   -1.5693
  314.0148  -74.5516   11.08  -44.7488   -1.5818
  313.9840  -74.5192   11.43  -44.7178   -1.5943
  313.9533  -74.4867   11.78  -44.6867   -1.6068
  313.9228  -74.4543   12.13  -44.6557   -1.6193
  313.8924  -74.4219   12.48  -44.6247   -1.6318
  313.8621  -74.3894   12.83  -44.5936   -1.6443
  313.8319  -74.3570   13.10  -44.5626   -1.6568
  313.8019  -74.3245   13.33  -44.5315   -1.6693
  313.7703  -74.2924   13.57  -44.5005   -1.6812
  313.7381  -74.2604   13.80  -44.4695   -1.6929
  313.7059  -74.2284   14.03  -44.4384   -1.7046
  313.6739  -74.1965   14.26  -44.4074   -1.7162
  313.6420  -74.1645   14.49  -44.3764   -1.7279
  313.6102  -74.1325   14.73  -44.3453   -1.7395
  313.5786  -74.1005   14.96  -44.3143   -1.7512
  313.5471  -74.0685   15.19  -44.2832   -1.7629
  313.5157  -74.0365   15.42  -44.2522   -1.7745
  313.4844  -74.0045   15.65  -44.2212   -1.7862
  313.4533  -73.9725   15.89  -44.1901   -1.7979
  313.4223  -73.9405   16.12  -44.1591   -1.8095
  313.3914  -73.9085   16.35  -44.1281   -1.8212
  313.3606  -73.8764   16.58  -44.0970   -1.8329
  313.3300  -73.8444   16.81  -44.0660   -1.8445
  313.2994  -73.8124   17.06  -44.0350   -1.8562
  313.2690  -73.7803   17.32  -44.0039   -1.8678
  313.2344  -73.7492   17.59  -43.9729   -1.8780
  313.1946  -73.7190   17.85  -43.9418   -1.8864
  313.1548  -73.6889   18.12  -43.9108   -1.8947
  313.1153  -73.6588   18.38  -43.8798   -1.9030
  313.0759  -73.6287   18.64  -43.8487   -1.9113
  313.0366  -73.5985   18.91  -43.8177   -1.9197
  312.9974  -73.5683   19.17  -43.7867   -1.9280
  312.9584  -73.5382   19.43  -43.7556   -1.9363
  312.9196  -73.5080   19.70  -43.7246   -1.9447
  312.8809  -73.4778   19.96  -43.6935   -1.9530
  312.8423  -73.4477   20.23  -43.6625   -1.9613
  312.8038  -73.4175   20.49  -43.6315   -1.9697
  312.7655  -73.3873   20.75  -43.6004   -1.9780
  312.7274  -73.3571   21.02  -43.5694   -1.9863
  312.6894  -73.3269   21.28  -43.5384   -1.9947
  312.6515  -73.2966   21.54  -43.5073   -2.0030
  312.6137  -73.2664   21.81  -43.4763   -2.0113
  312.5761  -73.2362   22.07  -43.4452   -2.0197
  312.5386  -73.2059   22.34  -43.4142   -2.0280
  312.5013  -73.1757   22.60  -43.3832   -2.0363
  312.4640  -73.1454   22.86  -43.3521   -2.0446
  312.4270  -73.1152   23.13  -43.3211   -2.0530
  312.3900  -73.0849   23.39  -43.2901   -2.0613
  312.3532  -73.0546   23.65  -43.2590   -2.0696
  312.3154  -73.0246   23.92  -43.2280   -2.0776
  312.2759  -72.9949   24.18  -43.1969   -2.0849
  312.2365  -72.9652   24.45  -43.1659   -2.0922
  312.1973  -72.9355   24.71  -43.1349   -2.0995
  312.1582  -72.9057   24.97  -43.1038   -2.1067
  312.1192  -72.8760   25.24  -43.0728   -2.1140
  312.0804  -72.8463   25.50  -43.0418   -2.1213
  312.0417  -72.8165   25.76  -43.0107   -2.1286
  312.0031  -72.7868   26.03  -42.9797   -2.1359
  311.9647  -72.7570   26.29  -42.9486   -2.1432
  311.9264  -72.7273   26.56  -42.9176   -2.1505
  311.8882  -72.6975   26.82  -42.8866   -2.1578
  311.8502  -72.6677   27.14  -42.8555   -2.1651
  311.8123  -72.6379   27.50  -42.8245   -2.1724
  311.7745  -72.6081   27.87  -42.7935   -2.1796
  311.7368  -72.5783   28.23  -42.7624   -2.1869
  311.6993  -72.5485   28.59  -42.7314   -2.1942
  311.6619  -72.5187   28.95  -42.7003   -2.2015
  311.6246  -72.4889   29.32  -42.6693   -2.2088
  311.5875  -72.4590   29.68  -42.6383   -2.2161
  311.5504  -72.4292   30.04  -42.6072   -2.2234
  311.5135  -72.3994   30.41  -42.5762   -2.2307
  311.4768  -72.3695   30.77  -42.5452   -2.2380
  311.4401  -72.3397   31.13  -42.5141   -2.2453
  311.4036  -72.3098   31.49  -42.4831   -2.2525
  311.3671  -72.2799   31.86  -42.4520   -2.2598
  311.3308  -72.2500   32.16  -42.4210   -2.2671
  311.2947  -72.2202   32.45  -42.3900   -2.2744
  311.2417  -72.1937   32.74  -42.3589   -2.2755
  311.1860  -72.1678   33.03  -42.3279   -2.2755
  311.1303  -72.1419   33.32  -42.2969   -2.2755
  311.0749  -72.1160   33.61  -42.2658   -2.2755
  311.0195  -72.0900   33.90  -42.2348   -2.2755
  310.9644  -72.0641   34.19  -42.2038   -2.2755
  310.9094  -72.0381   34.48  -42.1727   -2.2755
  310.8545  -72.0121   34.77  -42.1417   -2.2755
  310.7998  -71.9861   35.21  -42.1106   -2.2755
  310.7453  -71.9601   35.79  -42.0796   -2.2755
  310.6909  -71.9340   36.37  -42.0486   -2.2755
  310.6367  -71.9080   36.95  -42.0175   -2.2755
  310.5826  -71.8819   37.53  -41.9865   -2.2755
  310.5287  -71.8559   38.11  -41.9555   -2.2755
  310.4749  -71.8298   38.69  -41.9244   -2.2755
  310.4213  -71.8036   39.27  -41.8934   -2.2755
  310.3678  -71.7775   39.85  -41.8623   -2.2755
  310.3145  -71.7514   40.43  -41.8313   -2.2755
  310.2613  -71.7252   40.94  -41.8003   -2.2755
  310.2083  -71.6991   41.13  -41.7692   -2.2755
  310.1554  -71.6729   41.32  -41.7382   -2.2755
  310.1027  -71.6467   41.52  -41.7072   -2.2755
  310.0501  -71.6205   41.71  -41.6761   -2.2755
  309.9976  -71.5942   41.90  -41.6451   -2.2755
  309.9453  -71.5680   42.10  -41.6140   -2.2755
  309.8932  -71.5417   42.29  -41.5830   -2.2755
  309.8412  -71.5154   42.48  -41.5520   -2.2755
  309.7893  -71.4892   42.68  -41.5209   -2.2755
  309.7376  -71.4628   42.87  -41.4899   -2.2755
  309.6861  -71.4365   43.27  -41.4589   -2.2755
  309.6346  -71.4102   43.71  -41.4278   -2.2755
  309.5834  -71.3839   44.15  -41.3968   -2.2755
  309.5322  -71.3575   44.58  -41.3657   -2.2755
  309.4812  -71.3311   45.02  -41.3347   -2.2755
  309.4303  -71.3047   45.45  -41.3037   -2.2755
  309.3796  -71.2783   45.89  -41.2726   -2.2755
  309.3290  -71.2519   46.32  -41.2416   -2.2755
  309.2786  -71.2255   46.76  -41.2106   -2.2755
  309.2283  -71.1990   47.19  -41.1795   -2.2755
  309.1781  -71.1726   47.63  -41.1485   -2.2755
  309.1281  -71.1461   48.06  -41.1175   -2.2755
  309.0635  -71.1225   48.50  -41.0864   -2.2700
  308.9882  -71.1010   48.91  -41.0554   -2.2602
  308.9129  -71.0795   49.16  -41.0243   -2.2505
  308.8379  -71.0580   49.41  -40.9933   -2.2408
  308.7630  -71.0365   49.66  -40.9623   -2.2311
  308.6882  -71.0149   49.91  -40.9312   -2.2214
  308.6137  -70.9933   50.16  -40.9002   -2.2116
  308.5393  -70.9716   50.40  -40.8692   -2.2019
  308.4650  -70.9499   50.65  -40.8381   -2.1922
  308.3909  -70.9282   50.90  -40.8071   -2.1825
  308.3170  -70.9065   51.15  -40.7760   -2.1728
  308.2433  -70.8847   51.40  -40.7450   -2.1631
  308.1697  -70.8629   51.65  -40.7140   -2.1533
  308.0963  -70.8411   51.90  -40.6829   -2.1436
  308.0230  -70.8193   52.15  -40.6519   -2.1339
  307.9499  -70.7974   52.39  -40.6209   -2.1242
  307.8770  -70.7755   52.64  -40.5898   -2.1145
  307.8042  -70.7535   52.89  -40.5588   -2.1047
  307.7316  -70.7315   53.14  -40.5277   -2.0950
  307.6591  -70.7095   53.39  -40.4967   -2.0853
  307.5868  -70.6875   53.64  -40.4657   -2.0756
  307.5384  -70.6609   53.89  -40.4346   -2.0749
  307.4919  -70.6340   54.13  -40.4036   -2.0749
  307.4455  -70.6071   54.38  -40.3726   -2.0749
  307.3992  -70.5802   54.63  -40.3415   -2.0749
  307.3530  -70.5532   54.90  -40.3105   -2.0749
  307.3069  -70.5263   55.62  -40.2794   -2.0749
  307.2610  -70.4993   56.35  -40.2484   -2.0749
  307.2152  -70.4723   57.07  -40.2174   -2.0749
  307.1695  -70.4453   57.80  -40.1863   -2.0749
  307.1240  -70.4183   58.52  -40.1553   -2.0749
  307.0786  -70.3913   59.25  -40.1243   -2.0749
  307.0333  -70.3643   59.90  -40.0932   -2.0749
  306.9881  -70.3372   60.13  -40.0622   -2.0749
  306.9430  -70.3102   60.36  -40.0311   -2.0749
  306.8980  -70.2831   60.59  -40.0001   -2.0749
  306.8532  -70.2560   60.83  -39.9691   -2.0749
  306.8085  -70.2290   61.06  -39.9380   -2.0749
  306.7639  -70.2019   61.29  -39.9070   -2.0749
  306.7195  -70.1747   61.52  -39.8760   -2.0749
  306.6751  -70.1476   61.75  -39.8449   -2.0749
  306.6309  -70.1205   61.99  -39.8139   -2.0749
  306.5868  -70.0934   62.22  -39.7828   -2.0749
  306.5428  -70.0662   62.45  -39.7518   -2.0749
  306.4989  -70.0390   62.68  -39.7208   -2.0749
  306.4657  -70.0099   62.92  -39.6897   -2.0791
  306.4345  -69.9803   63.15  -39.6587   -2.0839
  306.4034  -69.9508   63.38  -39.6277   -2.0888
  306.3724  -69.9213   63.61  -39.5966   -2.0936
  306.3414  -69.8917   63.84  -39.5656   -2.0985
  306.3105  -69.8622   64.04  -39.5345   -2.1034
  306.2798  -69.8326   64.23  -39.5035   -2.1082
  306.2491  -69.8031   64.43  -39.4725   -2.1131
  306.2185  -69.7735   64.62  -39.4414   -2.1179
  306.1880  -69.7440   64.81  -39.4104   -2.1228
  306.1576  -69.7144   65.01  -39.3794   -2.1277
  306.1272  -69.6848   65.20  -39.3483   -2.1325
  306.0970  -69.6552   65.39  -39.3173   -2.1374
  306.0668  -69.6256   65.59  -39.2863   -2.1422
  306.0368  -69.5960   65.78  -39.2552   -2.1471
  306.0068  -69.5664   66.03  -39.2242   -2.1520
  305.9769  -69.5368   66.32  -39.1931   -2.1568
  305.9470  -69.5072   66.61  -39.1621   -2.1617
  305.9173  -69.4776   66.91  -39.1311   -2.1665
  305.8876  -69.4480   67.20  -39.1000   -2.1714
  305.8586  -69.4183   67.49  -39.0690   -2.1765
  305.8315  -69.3882   67.78  -39.0380   -2.1823
  305.8046  -69.3581   68.07  -39.0069   -2.1881
  305.7777  -69.3280   68.36  -38.9759   -2.1940
  305.7508  -69.2979   68.65  -38.9448   -2.1998
  305.7241  -69.2678   68.94  -38.9138   -2.2056
  305.6974  -69.2377   69.23  -38.8828   -2.2115
  305.6708  -69.2076   69.52  -38.8517   -2.2173
  305.6443  -69.1774   69.81  -38.8207   -2.2231
  305.6179  -69.1473   69.97  -38.7897   -2.2290
  305.5915  -69.1172   70.11  -38.7586   -2.2348
  305.5652  -69.0871   70.26  -38.7276   -2.2406
  305.5390  -69.0569   70.40  -38.6965   -2.2464
  305.5128  -69.0268   70.55  -38.6655   -2.2523
  305.4868  -68.9966   70.70  -38.6345   -2.2581
  305.4608  -68.9665   70.84  -38.6034   -2.2639
  305.4348  -68.9363   70.99  -38.5724   -2.2698
  305.4083  -68.9063   71.13  -38.5414   -2.2753
  305.3363  -68.8849   71.28  -38.5103   -2.2623
  305.2645  -68.8635   71.42  -38.4793   -2.2494
  305.1928  -68.8420   71.57  -38.4482   -2.2364
  305.1213  -68.8205   71.71  -38.4172   -2.2235
  305.0499  -68.7989   71.86  -38.3862   -2.2105
  304.9787  -68.7774   72.02  -38.3551   -2.1976
  304.9076  -68.7558   72.19  -38.3241   -2.1846
  304.8366  -68.7341   72.36  -38.2931   -2.1716
  304.7658  -68.7125   72.52  -38.2620   -2.1587
  304.6951  -68.6908   72.69  -38.2310   -2.1457
  304.6245  -68.6690   72.85  -38.1999   -2.1328
  304.5541  -68.6473   73.02  -38.1689   -2.1198
  304.4838  -68.6255   73.18  -38.1379   -2.1068
  304.4137  -68.6037   73.35  -38.1068   -2.0939
  304.3437  -68.5819   73.52  -38.0758   -2.0809
  304.2738  -68.5600   73.68  -38.0448   -2.0680
  304.2041  -68.5381   73.85  -38.0137   -2.0550
  304.1345  -68.5161   74.01  -37.9827   -2.0420
  304.0651  -68.4942   74.18  -37.9516   -2.0291
  303.9957  -68.4722   74.34  -37.9206   -2.0161
  303.9266  -68.4502   74.51  -37.8896   -2.0032
  303.8575  -68.4281   74.68  -37.8585   -1.9902
  303.7886  -68.4060   74.84  -37.8275   -1.9772
  303.7198  -68.3839   75.01  -37.7965   -1.9643
  303.6512  -68.3618   75.17  -37.7654   -1.9513
  303.5827  -68.3396   75.34  -37.7344   -1.9384
  303.5143  -68.3174   75.51  -37.7034   -1.9254
  303.4460  -68.2952   75.67  -37.6723   -1.9124
  303.3779  -68.2730   75.84  -37.6413   -1.8995
  303.3100  -68.2507   76.19  -37.6102   -1.8865
  303.2433  -68.2282   76.54  -37.5792   -1.8740
  303.1952  -68.2023   76.89  -37.5482   -1.8692
  303.1473  -68.1765   77.24  -37.5171   -1.8643
  303.0994  -68.1506   77.58  -37.4861   -1.8595
  303.0517  -68.1247   77.93  -37.4551   -1.8546
  303.0041  -68.0988   78.28  -37.4240   -1.8497
  302.9566  -68.0729   78.63  -37.3930   -1.8449
  302.9092  -68.0470   78.98  -37.3619   -1.8400
  302.8619  -68.0210   79.33  -37.3309   -1.8352
  302.8147  -67.9951   79.67  -37.2999   -1.8303
  302.7677  -67.9691   80.02  -37.2688   -1.8254
  302.7207  -67.9431   80.37  -37.2378   -1.8206
  302.6738  -67.9171   80.72  -37.2068   -1.8157
  302.6271  -67.8911   81.07  -37.1757   -1.8109
  302.5804  -67.8651   81.41  -37.1447   -1.8060
  302.5339  -67.8390   81.76  -37.1136   -1.8011
  302.4874  -67.8130   82.06  -37.0826   -1.7963
  302.4411  -67.7869   82.35  -37.0516   -1.7914
  302.3949  -67.7608   82.64  -37.0205   -1.7866
  302.3487  -67.7347   82.93  -36.9895   -1.7817
  302.3027  -67.7086   83.22  -36.9585   -1.7768
  302.2617  -67.6817   83.51  -36.9274   -1.7740
  302.2275  -67.6535   83.80  -36.8964   -1.7740
  302.1933  -67.6253   84.09  -36.8653   -1.7740
  302.1593  -67.5971   84.38  -36.8343   -1.7740
  302.1253  -67.5689   84.67  -36.8033   -1.7740
  302.0914  -67.5407   84.96  -36.7722   -1.7740
  302.0576  -67.5125   85.25  -36.7412   -1.7740
  302.0239  -67.4843   85.54  -36.7102   -1.7740
  301.9903  -67.4561   85.82  -36.6791   -1.7740
  301.9567  -67.4279   85.97  -36.6481   -1.7740
  301.9232  -67.3997   86.11  -36.6170   -1.7740
  301.8898  -67.3714   86.26  -36.5860   -1.7740
  301.8565  -67.3432   86.40  -36.5550   -1.7740
  301.8233  -67.3149   86.55  -36.5239   -1.7740
  301.7901  -67.2867   86.69  -36.4929   -1.7740
  301.7570  -67.2584   86.84  -36.4619   -1.7740
  301.7240  -67.2301   86.98  -36.4308   -1.7740
  301.6911  -67.2018   87.13  -36.3998   -1.7740
  301.6583  -67.1735   87.27  -36.3687   -1.7740
  301.6255  -67.1452   87.42  -36.3377   -1.7740
  301.5928  -67.1169   87.56  -36.3067   -1.7740
  301.5602  -67.0886   87.71  -36.2756   -1.7740
  301.5277  -67.0603   87.85  -36.2446   -1.7740
  301.4952  -67.0320   88.00  -36.2136   -1.7740
  301.4590  -67.0043   88.14  -36.1825   -1.7724
  301.4153  -66.9780   88.29  -36.1515   -1.7675
  301.3718  -66.9516   88.43  -36.1205   -1.7626
  301.3283  -66.9252   88.58  -36.0894   -1.7578
  301.2850  -66.8988   88.72  -36.0584   -1.7529
  301.2417  -66.8724   88.88  -36.0273   -1.7481
  301.1985  -66.8460   89.06  -35.9963   -1.7432
  301.1554  -66.8196   89.23  -35.9653   -1.7383
  301.1125  -66.7931   89.40  -35.9342   -1.7335
  301.0696  -66.7666   89.58  -35.9032   -1.7286
  301.0268  -66.7402   89.75  -35.8722   -1.7238
  300.9841  -66.7137   89.93  -35.8411   -1.7189
  300.9414  -66.6872   90.10  -35.8101   -1.7140
  300.8989  -66.6607   90.27  -35.7790   -1.7092
  300.8565  -66.6342   90.45  -35.7480   -1.7043
  300.8142  -66.6076   90.62  -35.7170   -1.6995
  300.7719  -66.5811   90.80  -35.6859   -1.6946
  300.7298  -66.5545   90.97  -35.6549   -1.6897
  300.6877  -66.5280   91.14  -35.6239   -1.6849
  300.6457  -66.5014   91.32  -35.5928   -1.6800
  300.6038  -66.4748   91.49  -35.5618   -1.6752
  300.5793  -66.4453   91.67  -35.5307   -1.6778
  300.5622  -66.4145   91.83  -35.4997   -1.6836
  300.5450  -66.3836   91.98  -35.4687   -1.6895
  300.5280  -66.3528   92.12  -35.4376   -1.6953
  300.5110  -66.3220   92.27  -35.4066   -1.7011
  300.4940  -66.2912   92.41  -35.3756   -1.7070
  300.4771  -66.2604   92.56  -35.3445   -1.7128
  300.4602  -66.2295   92.70  -35.3135   -1.7186
  300.4433  -66.1987   92.85  -35.2824   -1.7245
  300.4265  -66.1679   92.99  -35.2514   -1.7303
  300.4098  -66.1370   93.14  -35.2204   -1.7361
  300.3930  -66.1062   93.28  -35.1893   -1.7420
  300.3764  -66.0754   93.43  -35.1583   -1.7478
  300.3597  -66.0445   93.57  -35.1273   -1.7536
  300.3431  -66.0137   93.72  -35.0962   -1.7595
  300.3266  -65.9829   93.86  -35.0652   -1.7653
  300.3101  -65.9520   94.01  -35.0341   -1.7711
  300.3311  -65.9147   94.16  -35.0031   -1.7936
  300.3891  -65.8710   94.30  -34.9721   -1.8325
  300.4469  -65.8272   94.45  -34.9410   -1.8713
  300.5044  -65.7834   94.59  -34.9100   -1.9102
  300.5618  -65.7396   94.74  -34.8790   -1.9491
  300.6190  -65.6958   94.86  -34.8479   -1.9880
  300.6760  -65.6520   94.98  -34.8169   -2.0268
  300.7328  -65.6081   95.10  -34.7859   -2.0657
  300.7895  -65.5642   95.21  -34.7548   -2.1046
  300.8459  -65.5203   95.33  -34.7238   -2.1435
  300.9022  -65.4764   95.44  -34.6927   -2.1824
  300.9583  -65.4324   95.56  -34.6617   -2.2212
  301.0141  -65.3885   95.68  -34.6307   -2.2601
  301.0698  -65.3445   95.79  -34.5996   -2.2990
  301.1254  -65.3005   95.91  -34.5686   -2.3379
  301.1807  -65.2565   96.02  -34.5376   -2.3767
  301.2358  -65.2125   96.14  -34.5065   -2.4156
  301.2908  -65.1684   96.26  -34.4755   -2.4545
  301.3456  -65.1243   96.37  -34.4444   -2.4934
  301.4002  -65.0802   96.49  -34.4134   -2.5323
  301.4547  -65.0361   96.60  -34.3824   -2.5711
  301.6540  -64.9646   96.72  -34.3513   -2.6772
  301.8750  -64.8884   96.91  -34.3203   -2.7938
  302.0946  -64.8120   97.20  -34.2893   -2.9105
  302.2288  -64.7517   97.49  -34.2582   -2.9875
  302.2481  -64.7138   97.78  -34.2272   -3.0108
  302.2675  -64.6759   98.07  -34.1961   -3.0342
  302.2867  -64.6380   98.36  -34.1651   -3.0575
  302.3059  -64.6001   98.65  -34.1341   -3.0808
  302.3251  -64.5622   98.94  -34.1030   -3.1041
  302.3442  -64.5243   99.23  -34.0720   -3.1275
  302.3633  -64.4864   99.52  -34.0410   -3.1508
  302.3823  -64.4485   99.80  -34.0099   -3.1741
  302.4013  -64.4106  100.02  -33.9789   -3.1975
  302.4202  -64.3726  100.24  -33.9478   -3.2208
  302.4391  -64.3347  100.45  -33.9168   -3.2441
  302.4579  -64.2968  100.67  -33.8858   -3.2674
  302.4767  -64.2589  100.89  -33.8547   -3.2908
  302.4954  -64.2210  101.11  -33.8237   -3.3141
  302.5141  -64.1830  101.32  -33.7927   -3.3374
  302.5327  -64.1451  101.54  -33.7616   -3.3607
  302.5404  -64.1094  101.76  -33.7306   -3.3788
  302.5105  -64.0813  101.98  -33.6995   -3.3788
  302.4807  -64.0532  102.19  -33.6685   -3.3788
  302.4510  -64.0251  102.41  -33.6375   -3.3788
  302.4214  -63.9970  102.63  -33.6064   -3.3788
  302.3918  -63.9688  102.94  -33.5754   -3.3788
  302.3622  -63.9407  103.45  -33.5444   -3.3788
  302.3327  -63.9125  103.96  -33.5133   -3.3788
  302.3033  -63.8844  104.46  -33.4823   -3.3788
  302.2740  -63.8562  104.97  -33.4512   -3.3788
  302.2447  -63.8281  105.48  -33.4202   -3.3788
  302.2154  -63.7999  105.99  -33.3892   -3.3788
  302.1863  -63.7717  106.50  -33.3581   -3.3788
  302.1572  -63.7435  107.00  -33.3271   -3.3788
  302.1281  -63.7153  107.51  -33.2961   -3.3788
  302.0991  -63.6871  108.02  -33.2650   -3.3788
  302.0702  -63.6589  108.53  -33.2340   -3.3788
  302.0413  -63.6307  109.03  -33.2029   -3.3788
  302.0125  -63.6025  109.54  -33.1719   -3.3788
  301.9837  -63.5743  110.31  -33.1409   -3.3788
  301.9550  -63.5461  111.28  -33.1098   -3.3788
  301.9206  -63.5190  112.24  -33.0788   -3.3760
  301.8821  -63.4928  113.21  -33.0478   -3.3711
  301.8436  -63.4665  114.18  -33.0167   -3.3662
  301.8053  -63.4403  115.15  -32.9857   -3.3614
  301.7670  -63.4140  116.11  -32.9547   -3.3565
  301.7288  -63.3877  117.08  -32.9236   -3.3517
  301.6907  -63.3614  118.05  -32.8926   -3.3468
  301.6526  -63.3351  119.01  -32.8615   -3.3419
  301.6146  -63.3088  120.03  -32.8305   -3.3371
  301.5767  -63.2825  121.19  -32.7995   -3.3322
  301.5388  -63.2561  122.35  -32.7684   -3.3274
  301.5010  -63.2298  123.51  -32.7374   -3.3225
  301.4633  -63.2034  124.67  -32.7064   -3.3176
  301.4257  -63.1770  125.83  -32.6753   -3.3128
  301.3881  -63.1507  126.99  -32.6443   -3.3079
  301.3506  -63.1243  127.98  -32.6132   -3.3031
  301.3132  -63.0979  128.65  -32.5822   -3.2982
  301.2758  -63.0714  129.33  -32.5512   -3.2933
  301.2385  -63.0450  130.01  -32.5201   -3.2885
  301.2013  -63.0186  130.68  -32.4891   -3.2836
  301.1641  -62.9921  131.36  -32.4581   -3.2788
  301.1503  -62.9611  132.04  -32.4270   -3.2854
  301.1377  -62.9298  132.71  -32.3960   -3.2927
  301.1252  -62.8984  133.39  -32.3649   -3.3000
  301.1127  -62.8671  134.07  -32.3339   -3.3073
  301.1002  -62.8358  134.78  -32.3029   -3.3146
  301.0878  -62.8045  136.23  -32.2718   -3.3219
  301.0753  -62.7732  137.68  -32.2408   -3.3292
  301.0630  -62.7418  139.13  -32.2098   -3.3364
  301.0506  -62.7105  140.58  -32.1787   -3.3437
  301.0383  -62.6792  142.03  -32.1477   -3.3510
  301.0260  -62.6479  143.49  -32.1166   -3.3583
  301.0137  -62.6165  144.84  -32.0856   -3.3656
  301.0015  -62.5852  145.71  -32.0546   -3.3729
  300.9906  -62.5536  146.58  -32.0235   -3.3809
  300.9857  -62.5208  147.45  -31.9925   -3.3918
  300.9808  -62.4881  148.32  -31.9615   -3.4027
  300.9758  -62.4553  149.19  -31.9304   -3.4137
  300.9709  -62.4225  150.06  -31.8994   -3.4246
  300.9661  -62.3897  150.76  -31.8683   -3.4355
  300.9612  -62.3570  151.05  -31.8373   -3.4465
  300.9563  -62.3242  151.35  -31.8063   -3.4574
  300.9515  -62.2914  151.64  -31.7752   -3.4684
  300.9466  -62.2586  151.93  -31.7442   -3.4793
  300.9418  -62.2259  152.22  -31.7132   -3.4902
  300.9370  -62.1931  152.51  -31.6821   -3.5012
  300.9322  -62.1603  152.80  -31.6511   -3.5121
  300.9274  -62.1275  153.09  -31.6200   -3.5230
  300.9227  -62.0948  153.38  -31.5890   -3.5340
  300.9179  -62.0620  153.67  -31.5580   -3.5449
  300.9132  -62.0292  153.96  -31.5269   -3.5558
  300.9085  -61.9964  154.25  -31.4959   -3.5668
  300.9037  -61.9637  154.54  -31.4649   -3.5777
  300.8990  -61.9309  154.83  -31.4338   -3.5886
  300.8943  -61.8981  155.12  -31.4028   -3.5996
  300.8897  -61.8653  155.41  -31.3717   -3.6105
  300.8850  -61.8326  155.71  -31.3407   -3.6214
  300.8803  -61.7998  156.15  -31.3097   -3.6324
  300.8757  -61.7670  156.58  -31.2786   -3.6433
  300.8711  -61.7342  157.02  -31.2476   -3.6542
  300.8665  -61.7015  157.45  -31.2166   -3.6652
  300.8619  -61.6687  157.89  -31.1855   -3.6761
  300.8658  -61.6342  158.32  -31.1545   -3.6914
