#   GLON      GLAT      VLSR     MLON      MLAT
  291.6878  -53.6971  179.48  -22.0586   -1.6462
  291.6989  -53.6445  179.61  -22.0094   -1.6662
  291.6782  -53.5969  179.75  -21.9602   -1.6667
  291.6567  -53.5494  179.88  -21.9111   -1.6667
  291.6353  -53.5019  180.01  -21.8619   -1.6667
  291.6139  -53.4544  180.14  -21.8127   -1.6667
  291.5926  -53.4069  180.27  -21.7635   -1.6667
  291.5713  -53.3594  180.40  -21.7143   -1.6667
  291.5501  -53.3119  180.53  -21.6651   -1.6667
  291.5289  -53.2644  180.66  -21.6160   -1.6667
  291.5078  -53.2169  180.80  -21.5668   -1.6667
  291.4867  -53.1694  180.93  -21.5176   -1.6667
  291.4657  -53.1219  181.12  -21.4684   -1.6667
  291.4447  -53.0744  181.30  -21.4192   -1.6667
  291.4238  -53.0268  181.48  -21.3701   -1.6667
  291.4029  -52.9793  181.67  -21.3209   -1.6667
  291.3821  -52.9318  181.85  -21.2717   -1.6667
  291.3613  -52.8842  182.03  -21.2225   -1.6667
  291.3405  -52.8367  182.22  -21.1733   -1.6667
  291.3199  -52.7892  182.40  -21.1241   -1.6667
  291.2992  -52.7416  182.59  -21.0750   -1.6667
  291.3022  -52.6903  182.77  -21.0258   -1.6815
  291.3188  -52.6368  183.00  -20.9766   -1.7048
  291.3354  -52.5834  183.36  -20.9274   -1.7281
  291.3520  -52.5299  183.73  -20.8782   -1.7515
  291.3685  -52.4764  184.10  -20.8291   -1.7748
  291.3849  -52.4229  184.47  -20.7799   -1.7981
  291.4014  -52.3694  184.83  -20.7307   -1.8215
  291.4178  -52.3160  185.20  -20.6815   -1.8448
  291.4438  -52.2609  185.57  -20.6323   -1.8743
  291.7175  -52.1653  185.94  -20.5831   -2.0609
  291.9901  -52.0692  186.31  -20.5340   -2.2476
  292.2615  -51.9724  186.67  -20.4848   -2.4343
  292.5318  -51.8750  187.08  -20.4356   -2.6210
  292.6721  -51.7995  187.54  -20.3864   -2.7249
  292.7666  -51.7319  187.99  -20.3372   -2.7995
  292.8608  -51.6642  188.45  -20.2880   -2.8742
  292.9547  -51.5965  188.91  -20.2389   -2.9489
  293.0483  -51.5287  189.37  -20.1897   -3.0236
  293.1417  -51.4608  189.83  -20.1405   -3.0982
  293.2348  -51.3928  190.29  -20.0913   -3.1729
  293.3277  -51.3248  190.75  -20.0421   -3.2476
  293.4202  -51.2567  191.15  -19.9930   -3.3223
  293.5125  -51.1886  191.52  -19.9438   -3.3969
  293.6046  -51.1204  191.89  -19.8946   -3.4716
  293.7247  -51.0468  192.25  -19.8454   -3.5648
  293.8445  -50.9731  192.62  -19.7962   -3.6582
  293.9640  -50.8992  192.99  -19.7470   -3.7515
  294.0831  -50.8253  193.36  -19.6979   -3.8449
  294.2019  -50.7513  193.72  -19.6487   -3.9382
  294.3203  -50.6771  194.09  -19.5995   -4.0316
  294.3691  -50.6163  194.46  -19.5503   -4.0790
  294.3605  -50.5667  194.83  -19.5011   -4.0883
  294.3520  -50.5170  195.20  -19.4520   -4.0976
  294.3434  -50.4674  195.56  -19.4028   -4.1070
  294.3349  -50.4177  195.93  -19.3536   -4.1163
  294.3264  -50.3681  196.30  -19.3044   -4.1256
  294.3179  -50.3185  196.67  -19.2552   -4.1350
  294.3095  -50.2688  197.03  -19.2060   -4.1443
  294.3011  -50.2192  197.40  -19.1569   -4.1536
  294.2927  -50.1695  197.77  -19.1077   -4.1630
  294.2843  -50.1199  198.14  -19.0585   -4.1723
  294.2648  -50.0724  198.51  -19.0093   -4.1742
  294.2426  -50.0255  198.87  -18.9601   -4.1742
  294.2204  -49.9786  199.44  -18.9110   -4.1742
  294.1983  -49.9316  200.02  -18.8618   -4.1742
  294.1762  -49.8847  200.59  -18.8126   -4.1742
  294.1541  -49.8377  201.17  -18.7634   -4.1742
  294.1322  -49.7908  201.74  -18.7142   -4.1742
  294.1102  -49.7438  202.32  -18.6650   -4.1742
  294.0883  -49.6969  202.89  -18.6159   -4.1742
  294.0665  -49.6499  203.47  -18.5667   -4.1742
  294.0447  -49.6029  203.97  -18.5175   -4.1742
  294.0229  -49.5559  204.32  -18.4683   -4.1742
  294.0012  -49.5089  204.66  -18.4191   -4.1742
  293.9296  -49.4717  205.01  -18.3700   -4.1403
  293.8530  -49.4353  205.35  -18.3208   -4.1029
  293.7765  -49.3989  205.70  -18.2716   -4.0656
  293.7002  -49.3624  206.04  -18.2224   -4.0283
  293.6239  -49.3259  206.39  -18.1732   -3.9909
  293.5478  -49.2893  206.73  -18.1240   -3.9536
  293.4718  -49.2527  207.01  -18.0749   -3.9162
  293.3959  -49.2160  207.24  -18.0257   -3.8789
  293.3201  -49.1793  207.47  -17.9765   -3.8416
  293.2444  -49.1425  207.70  -17.9273   -3.8042
  293.1722  -49.1050  207.93  -17.8781   -3.7692
  293.1173  -49.0643  208.16  -17.8290   -3.7458
  293.0625  -49.0235  208.39  -17.7798   -3.7225
  293.0078  -48.9827  208.62  -17.7306   -3.6992
  292.9532  -48.9419  208.85  -17.6814   -3.6758
  292.8987  -48.9010  209.08  -17.6322   -3.6525
  292.8442  -48.8601  209.31  -17.5830   -3.6292
  292.7899  -48.8192  209.54  -17.5339   -3.6058
  292.7356  -48.7782  209.76  -17.4847   -3.5825
  292.6815  -48.7373  210.13  -17.4355   -3.5591
  292.6274  -48.6962  210.59  -17.3863   -3.5358
  292.5734  -48.6552  211.05  -17.3371   -3.5125
  292.5196  -48.6141  211.51  -17.2880   -3.4891
  292.4658  -48.5731  211.97  -17.2388   -3.4658
  292.4121  -48.5319  212.43  -17.1896   -3.4425
  292.3584  -48.4908  212.89  -17.1404   -3.4191
  292.3049  -48.4496  213.35  -17.0912   -3.3958
  292.2515  -48.4084  213.81  -17.0420   -3.3725
  292.2190  -48.3634  214.27  -16.9929   -3.3635
  292.1873  -48.3182  214.73  -16.9437   -3.3550
  292.1557  -48.2731  215.19  -16.8945   -3.3466
  292.1241  -48.2279  215.65  -16.8453   -3.3381
  292.0925  -48.1828  216.11  -16.7961   -3.3296
  292.0610  -48.1376  216.57  -16.7470   -3.3211
  292.0296  -48.0924  217.03  -16.6978   -3.3126
  291.9982  -48.0472  217.49  -16.6486   -3.3041
  291.9669  -48.0020  217.89  -16.5994   -3.2956
  291.9357  -47.9567  218.12  -16.5502   -3.2872
  291.9045  -47.9115  218.35  -16.5010   -3.2787
  291.8734  -47.8663  218.58  -16.4519   -3.2702
  291.8423  -47.8210  218.81  -16.4027   -3.2617
  291.8113  -47.7757  219.04  -16.3535   -3.2532
  291.7803  -47.7305  219.27  -16.3043   -3.2447
  291.7494  -47.6852  219.50  -16.2551   -3.2362
  291.7185  -47.6399  219.73  -16.2060   -3.2278
  291.6877  -47.5946  219.96  -16.1568   -3.2193
  291.6570  -47.5493  220.19  -16.1076   -3.2108
  291.6263  -47.5039  220.42  -16.0584   -3.2023
  291.5957  -47.4586  220.65  -16.0092   -3.1938
  291.5651  -47.4133  220.97  -15.9600   -3.1853
  291.5346  -47.3679  221.66  -15.9109   -3.1768
  291.5228  -47.3193  222.35  -15.8617   -3.1814
  291.5489  -47.2639  223.04  -15.8125   -3.2126
  291.5749  -47.2085  223.73  -15.7633   -3.2437
  291.6008  -47.1531  224.42  -15.7141   -3.2748
  291.6267  -47.0977  225.11  -15.6650   -3.3059
  291.6525  -47.0423  225.80  -15.6158   -3.3370
  291.6783  -46.9869  226.49  -15.5666   -3.3681
  291.7673  -46.9201  227.06  -15.5174   -3.4439
  291.8644  -46.8517  227.52  -15.4682   -3.5256
  291.9613  -46.7832  227.98  -15.4190   -3.6073
  292.0579  -46.7147  228.44  -15.3699   -3.6889
  292.1543  -46.6461  228.90  -15.3207   -3.7706
  292.2504  -46.5774  229.36  -15.2715   -3.8523
  292.3463  -46.5086  229.82  -15.2223   -3.9340
  292.4420  -46.4398  230.28  -15.1731   -4.0156
  292.5234  -46.3736  230.74  -15.1240   -4.0873
  292.5697  -46.3139  231.01  -15.0748   -4.1339
  292.6160  -46.2542  231.24  -15.0256   -4.1806
  292.6622  -46.1945  231.47  -14.9764   -4.2273
  292.7083  -46.1348  231.70  -14.9272   -4.2739
  292.7543  -46.0751  231.93  -14.8780   -4.3206
  292.8002  -46.0154  232.16  -14.8289   -4.3673
  292.9003  -45.9451  232.39  -14.7797   -4.4532
  293.0105  -45.8727  232.62  -14.7305   -4.5465
  293.1204  -45.8003  232.85  -14.6813   -4.6399
  293.2301  -45.7277  233.08  -14.6321   -4.7332
  293.3395  -45.6551  233.31  -14.5830   -4.8265
  293.4486  -45.5823  233.54  -14.5338   -4.9199
  293.5008  -45.5209  233.77  -14.4846   -4.9720
  293.4656  -45.4770  234.31  -14.4354   -4.9603
  293.4304  -45.4331  234.92  -14.3862   -4.9486
  293.3952  -45.3892  235.53  -14.3370   -4.9370
  293.3602  -45.3453  236.15  -14.2879   -4.9253
  293.3252  -45.3013  236.76  -14.2387   -4.9136
  293.2902  -45.2574  237.37  -14.1895   -4.9020
  293.2553  -45.2134  237.97  -14.1403   -4.8903
  293.2205  -45.1694  238.52  -14.0911   -4.8786
  293.1857  -45.1254  239.07  -14.0420   -4.8670
  293.1510  -45.0814  239.62  -13.9928   -4.8553
  293.1163  -45.0374  240.17  -13.9436   -4.8436
  293.0817  -44.9933  240.73  -13.8944   -4.8319
  293.0471  -44.9493  241.28  -13.8452   -4.8203
  293.0126  -44.9052  241.83  -13.7960   -4.8086
  292.9782  -44.8611  242.38  -13.7469   -4.7969
  292.9438  -44.8171  242.93  -13.6977   -4.7853
  292.9084  -44.7732  243.48  -13.6485   -4.7728
  292.8689  -44.7301  243.99  -13.5993   -4.7573
  292.8294  -44.6870  244.45  -13.5501   -4.7417
  292.7900  -44.6439  244.91  -13.5009   -4.7262
  292.7506  -44.6008  245.37  -13.4518   -4.7106
  292.7113  -44.5576  245.83  -13.4026   -4.6950
  292.6721  -44.5145  246.29  -13.3534   -4.6795
  292.6329  -44.4713  246.75  -13.3042   -4.6639
  292.5938  -44.4281  247.21  -13.2550   -4.6484
  292.5548  -44.3849  247.67  -13.2059   -4.6328
  292.5158  -44.3417  248.13  -13.1567   -4.6173
  292.4769  -44.2984  248.59  -13.1075   -4.6017
  292.4380  -44.2552  249.05  -13.0583   -4.5861
  292.3902  -44.2136  249.51  -13.0091   -4.5639
  292.3222  -44.1760  249.97  -12.9599   -4.5266
  292.2542  -44.1383  250.43  -12.9108   -4.4892
  292.1863  -44.1006  250.87  -12.8616   -4.4519
  292.1185  -44.0628  251.26  -12.8124   -4.4146
  292.0508  -44.0250  251.64  -12.7632   -4.3772
  291.9832  -43.9871  252.02  -12.7140   -4.3399
  291.9157  -43.9492  252.40  -12.6649   -4.3026
  291.8483  -43.9112  252.79  -12.6157   -4.2652
  291.7809  -43.8732  253.17  -12.5665   -4.2279
  291.7136  -43.8352  253.55  -12.5173   -4.1905
  291.6043  -43.8050  253.94  -12.4681   -4.1218
  291.4621  -43.7808  254.32  -12.4189   -4.0284
  291.3201  -43.7564  254.70  -12.3698   -3.9351
  291.1781  -43.7318  255.09  -12.3206   -3.8417
  291.0363  -43.7070  255.47  -12.2714   -3.7484
  290.8946  -43.6821  255.80  -12.2222   -3.6551
  290.7530  -43.6569  255.95  -12.1730   -3.5617
  290.6115  -43.6316  256.11  -12.1239   -3.4684
  290.4702  -43.6061  256.26  -12.0747   -3.3750
  290.2382  -43.5962  256.41  -12.0255   -3.2141
  290.0031  -43.5865  256.57  -11.9763   -3.0508
  289.7681  -43.5762  256.72  -11.9271   -2.8874
  289.5331  -43.5654  256.87  -11.8779   -2.7241
  289.3778  -43.5410  257.03  -11.8288   -2.6199
  289.2622  -43.5097  257.18  -11.7796   -2.5452
  289.1469  -43.4784  257.33  -11.7304   -2.4705
  289.0316  -43.4469  257.49  -11.6812   -2.3958
  288.9164  -43.4153  257.64  -11.6320   -2.3212
  288.8014  -43.3836  257.90  -11.5829   -2.2465
  288.6865  -43.3517  258.59  -11.5337   -2.1718
  288.5717  -43.3198  259.28  -11.4845   -2.0971
  288.4571  -43.2877  259.97  -11.4353   -2.0225
  288.3425  -43.2555  260.66  -11.3861   -1.9478
  288.2281  -43.2231  261.35  -11.3369   -1.8731
  288.1292  -43.1883  262.04  -11.2878   -1.8099
  288.0317  -43.1532  262.73  -11.2386   -1.7477
  287.9344  -43.1180  263.42  -11.1894   -1.6855
  287.8371  -43.0827  263.89  -11.1402   -1.6232
  287.7399  -43.0473  264.17  -11.0910   -1.5610
  287.6429  -43.0118  264.45  -11.0419   -1.4988
  287.5855  -42.9703  264.72  -10.9927   -1.4661
  287.5719  -42.9222  265.00  -10.9435   -1.4661
  287.5584  -42.8740  265.27  -10.8943   -1.4661
  287.5448  -42.8259  265.55  -10.8451   -1.4661
  287.5313  -42.7777  265.82  -10.7959   -1.4661
  287.5178  -42.7295  266.10  -10.7468   -1.4661
  287.5052  -42.6813  266.38  -10.6976   -1.4667
  287.5228  -42.6284  266.65  -10.6484   -1.4900
  287.5404  -42.5755  267.25  -10.5992   -1.5134
  287.5580  -42.5227  268.02  -10.5500   -1.5367
  287.5755  -42.4698  268.78  -10.5009   -1.5601
  287.5930  -42.4170  269.55  -10.4517   -1.5834
  287.6105  -42.3641  270.32  -10.4025   -1.6067
  287.6280  -42.3112  271.08  -10.3533   -1.6301
  287.6454  -42.2583  271.72  -10.3041   -1.6534
  287.6628  -42.2055  271.63  -10.2549   -1.6767
  287.6802  -42.1526  271.54  -10.2058   -1.7001
  287.6975  -42.0997  271.45  -10.1566   -1.7234
  287.7148  -42.0468  271.35  -10.1074   -1.7467
  287.7321  -41.9940  271.26  -10.0582   -1.7701
  287.7494  -41.9411  271.17  -10.0090   -1.7934
  287.7666  -41.8882  271.08   -9.9599   -1.8167
  287.7839  -41.8353  270.99   -9.9107   -1.8401
  287.8010  -41.7824  270.89   -9.8615   -1.8634
  287.8029  -41.7319  270.80   -9.8123   -1.8751
  287.8017  -41.6819  270.67   -9.7631   -1.8844
  287.8005  -41.6319  270.44   -9.7139   -1.8937
  287.7993  -41.5819  270.21   -9.6648   -1.9031
  287.7981  -41.5318  269.98   -9.6156   -1.9124
  287.7969  -41.4818  269.75   -9.5664   -1.9217
  287.7957  -41.4318  269.52   -9.5172   -1.9311
  287.7945  -41.3818  269.29   -9.4680   -1.9404
  287.7933  -41.3317  269.06   -9.4189   -1.9497
  287.7922  -41.2817  268.83   -9.3697   -1.9591
  287.7943  -41.2312  268.32   -9.3205   -1.9709
  287.8295  -41.1754  267.63   -9.2713   -2.0083
  287.8647  -41.1197  266.94   -9.2221   -2.0456
  287.8999  -41.0639  266.25   -9.1729   -2.0829
  287.9350  -41.0082  265.56   -9.1238   -2.1203
  287.9700  -40.9524  264.87   -9.0746   -2.1576
  288.0049  -40.8966  264.18   -9.0254   -2.1949
  288.0399  -40.8409  263.49   -8.9762   -2.2323
  288.0747  -40.7851  262.80   -8.9270   -2.2696
  288.1095  -40.7293  262.22   -8.8779   -2.3070
  288.1443  -40.6734  261.65   -8.8287   -2.3443
  288.1727  -40.6186  261.07   -8.7795   -2.3768
  288.1894  -40.5657  260.50   -8.7303   -2.4001
  288.2059  -40.5128  259.92   -8.6811   -2.4235
  288.2225  -40.4599  259.35   -8.6319   -2.4468
  288.2391  -40.4070  258.77   -8.5828   -2.4701
  288.2556  -40.3540  258.20   -8.5336   -2.4935
  288.2721  -40.3011  257.20   -8.4844   -2.5168
  288.2886  -40.2482  254.90   -8.4352   -2.5402
  288.3050  -40.1953  252.72   -8.3860   -2.5635
  288.3182  -40.1429  252.03   -8.3369   -2.5843
  288.3304  -40.0906  251.34   -8.2877   -2.6043
  288.3425  -40.0384  250.65   -8.2385   -2.6243
  288.3546  -39.9862  249.96   -8.1893   -2.6443
  288.3667  -39.9340  249.27   -8.1401   -2.6643
  288.3788  -39.8817  248.58   -8.0909   -2.6843
  288.3909  -39.8295  247.89   -8.0418   -2.7043
  288.4030  -39.7773  247.20   -7.9926   -2.7243
  288.4150  -39.7250  246.73   -7.9434   -2.7443
  288.4270  -39.6728  246.57   -7.8942   -2.7644
  288.4390  -39.6206  246.42   -7.8450   -2.7844
  288.4510  -39.5684  246.27   -7.7959   -2.8044
  288.4630  -39.5161  246.11   -7.7467   -2.8244
  288.4750  -39.4639  245.96   -7.6975   -2.8444
  288.4869  -39.4117  245.81   -7.6483   -2.8644
  288.4988  -39.3594  245.65   -7.5991   -2.8844
  288.5108  -39.3072  245.50   -7.5499   -2.9044
  288.5227  -39.2550  245.35   -7.5008   -2.9244
  288.5346  -39.2028  245.19   -7.4516   -2.9444
  288.5464  -39.1505  245.04   -7.4024   -2.9644
  288.5583  -39.0983  244.89   -7.3532   -2.9844
  288.5701  -39.0461  244.71   -7.3040   -3.0044
  288.5820  -38.9939  244.48   -7.2549   -3.0244
  288.5938  -38.9416  244.25   -7.2057   -3.0444
  288.6056  -38.8894  244.02   -7.1565   -3.0644
  288.6174  -38.8372  243.79   -7.1073   -3.0844
  288.6292  -38.7849  243.56   -7.0581   -3.1044
  288.6409  -38.7327  243.33   -7.0089   -3.1244
  288.6527  -38.6805  243.10   -6.9598   -3.1444
  288.6644  -38.6283  242.87   -6.9106   -3.1644
  288.6853  -38.5745  242.64   -6.8614   -3.1918
  288.7109  -38.5199  242.41   -6.8122   -3.2229
  288.7365  -38.4653  242.18   -6.7630   -3.2540
  288.7620  -38.4107  241.95   -6.7139   -3.2851
  288.7875  -38.3561  241.86   -6.6647   -3.3162
  288.8129  -38.3015  242.04   -6.6155   -3.3473
  288.8383  -38.2470  242.23   -6.5663   -3.3784
  288.8637  -38.1924  242.41   -6.5171   -3.4096
  288.8890  -38.1377  242.59   -6.4679   -3.4407
  288.9143  -38.0831  242.78   -6.4188   -3.4718
  288.9396  -38.0285  242.96   -6.3696   -3.5029
  288.9648  -37.9739  243.15   -6.3204   -3.5340
  288.9901  -37.9193  243.33   -6.2712   -3.5651
  289.0110  -37.8654  243.51   -6.2220   -3.5928
  289.0307  -37.8118  243.70   -6.1729   -3.6195
  289.0503  -37.7581  243.90   -6.1237   -3.6462
  289.0699  -37.7044  244.13   -6.0745   -3.6728
  289.0895  -37.6508  244.36   -6.0253   -3.6995
  289.1090  -37.5971  244.59   -5.9761   -3.7262
  289.1285  -37.5434  244.82   -5.9269   -3.7528
  289.1480  -37.4898  245.05   -5.8778   -3.7795
  289.1675  -37.4361  245.28   -5.8286   -3.8062
  289.1870  -37.3824  245.51   -5.7794   -3.8329
  289.2064  -37.3287  245.74   -5.7302   -3.8595
  289.2258  -37.2751  245.97   -5.6810   -3.8862
  289.2452  -37.2214  246.20   -5.6319   -3.9129
  289.2646  -37.1677  246.43   -5.5827   -3.9395
  289.2839  -37.1141  246.66   -5.5335   -3.9662
  289.3003  -37.0609  246.74   -5.4843   -3.9905
  289.3155  -37.0080  246.65   -5.4351   -4.0138
  289.3307  -36.9550  246.56   -5.3859   -4.0371
  289.3459  -36.9020  246.47   -5.3368   -4.0605
  289.3610  -36.8491  246.38   -5.2876   -4.0838
  289.3762  -36.7961  246.28   -5.2384   -4.1071
  289.3913  -36.7432  246.19   -5.1892   -4.1305
  289.4064  -36.6902  246.10   -5.1400   -4.1538
  289.4216  -36.6373  246.01   -5.0909   -4.1771
  289.4366  -36.5843  245.92   -5.0417   -4.2005
  289.4517  -36.5314  245.82   -4.9925   -4.2238
  289.4668  -36.4784  245.61   -4.9433   -4.2472
  289.4818  -36.4255  245.32   -4.8941   -4.2705
  289.4968  -36.3725  245.04   -4.8449   -4.2938
  289.5118  -36.3196  244.75   -4.7958   -4.3172
  289.5268  -36.2666  244.46   -4.7466   -4.3405
  289.5418  -36.2137  244.18   -4.6974   -4.3638
  289.4917  -36.1725  243.89   -4.6482   -4.3334
  289.3845  -36.1415  243.60   -4.5990   -4.2556
  289.2774  -36.1104  243.31   -4.5498   -4.1778
  289.1703  -36.0792  243.03   -4.5007   -4.1000
  289.0633  -36.0478  242.74   -4.4515   -4.0222
  288.9565  -36.0164  242.45   -4.4023   -3.9444
  288.8553  -35.9839  242.16   -4.3531   -3.8713
  288.8143  -35.9409  241.88   -4.3039   -3.8479
  288.7734  -35.8978  241.59   -4.2548   -3.8246
  288.7325  -35.8547  241.30   -4.2056   -3.8013
  288.6917  -35.8116  241.01   -4.1564   -3.7779
  288.6510  -35.7685  240.76   -4.1072   -3.7546
  288.6103  -35.7253  240.61   -4.0580   -3.7313
  288.5696  -35.6822  240.45   -4.0088   -3.7079
  288.5290  -35.6390  240.30   -3.9597   -3.6846
  288.4884  -35.5958  240.15   -3.9105   -3.6613
  288.4479  -35.5526  239.99   -3.8613   -3.6379
  288.4074  -35.5094  239.84   -3.8121   -3.6146
  288.3669  -35.4661  239.69   -3.7629   -3.5912
  288.3212  -35.4238  239.53   -3.7138   -3.5635
  288.2528  -35.3853  239.38   -3.6646   -3.5168
  288.1845  -35.3467  239.23   -3.6154   -3.4701
  288.1163  -35.3081  239.07   -3.5662   -3.4234
  288.0482  -35.2695  238.92   -3.5170   -3.3768
  287.9801  -35.2308  238.70   -3.4678   -3.3301
  287.9120  -35.1921  238.24   -3.4187   -3.2834
  287.8441  -35.1533  237.78   -3.3695   -3.2368
  287.7762  -35.1145  237.32   -3.3203   -3.1901
  287.7167  -35.0743  236.86   -3.2711   -3.1503
  287.6629  -35.0331  236.40   -3.2219   -3.1153
  287.6091  -34.9918  235.94   -3.1728   -3.0803
  287.5554  -34.9506  235.48   -3.1236   -3.0453
  287.5018  -34.9093  235.02   -3.0744   -3.0103
  287.4482  -34.8680  234.60   -3.0252   -2.9753
  287.3947  -34.8266  234.22   -2.9760   -2.9403
  287.3413  -34.7853  233.84   -2.9268   -2.9053
  287.2879  -34.7439  233.45   -2.8777   -2.8703
  287.2429  -34.7011  233.07   -2.8285   -2.8423
  287.1979  -34.6583  232.69   -2.7793   -2.8143
  287.1530  -34.6155  232.30   -2.7301   -2.7863
  287.1082  -34.5727  231.92   -2.6809   -2.7583
  287.0634  -34.5298  231.54   -2.6318   -2.7303
  287.0186  -34.4870  231.16   -2.5826   -2.7023
  286.9739  -34.4441  230.77   -2.5334   -2.6743
  286.9292  -34.4012  230.39   -2.4842   -2.6463
  286.8846  -34.3583  230.01   -2.4350   -2.6183
  286.8401  -34.3153  229.73   -2.3858   -2.5903
  286.7899  -34.2732  229.56   -2.3367   -2.5575
  286.7233  -34.2338  229.39   -2.2875   -2.5109
  286.6567  -34.1943  229.21   -2.2383   -2.4642
  286.5902  -34.1547  229.04   -2.1891   -2.4175
  286.5237  -34.1151  228.87   -2.1399   -2.3709
  286.4574  -34.0755  228.70   -2.0908   -2.3242
  286.3910  -34.0358  228.52   -2.0416   -2.2775
  286.3248  -33.9961  228.35   -1.9924   -2.2308
  286.2586  -33.9564  228.18   -1.9432   -2.1842
  286.1924  -33.9166  228.01   -1.8940   -2.1375
  286.1264  -33.8768  227.83   -1.8448   -2.0908
  286.0603  -33.8369  227.66   -1.7957   -2.0442
  285.9944  -33.7970  227.49   -1.7465   -1.9975
  285.9285  -33.7571  227.32   -1.6973   -1.9508
  285.8627  -33.7171  227.15   -1.6481   -1.9041
  285.7969  -33.6771  226.97   -1.5989   -1.8575
  285.7312  -33.6370  226.83   -1.5498   -1.8108
  285.6656  -33.5969  226.83   -1.5006   -1.7641
  285.6000  -33.5568  226.83   -1.4514   -1.7175
  285.5345  -33.5166  226.83   -1.4022   -1.6708
  285.4523  -33.4789  226.83   -1.3530   -1.6099
  285.3686  -33.4414  226.83   -1.3038   -1.5477
  285.2849  -33.4038  226.83   -1.2547   -1.4855
  285.2013  -33.3661  226.83   -1.2055   -1.4232
  285.1178  -33.3284  226.83   -1.1563   -1.3610
  285.0343  -33.2907  226.83   -1.1071   -1.2988
  284.9510  -33.2528  226.83   -1.0579   -1.2366
  284.8677  -33.2149  226.83   -1.0088   -1.1743
  284.7844  -33.1770  226.83   -0.9596   -1.1121
  284.7013  -33.1390  226.83   -0.9104   -1.0499
  284.6182  -33.1009  226.83   -0.8612   -0.9876
  284.5352  -33.0628  226.83   -0.8120   -0.9254
  284.4526  -33.0246  226.83   -0.7628   -0.8635
  284.3880  -32.9838  226.83   -0.7137   -0.8168
  284.3235  -32.9430  226.83   -0.6645   -0.7701
  284.2590  -32.9021  226.83   -0.6153   -0.7234
  284.1946  -32.8612  226.83   -0.5661   -0.6768
  284.1303  -32.8203  226.83   -0.5169   -0.6301
  284.0660  -32.7793  226.83   -0.4678   -0.5834
  284.0018  -32.7384  226.83   -0.4186   -0.5368
  283.9377  -32.6973  226.83   -0.3694   -0.4901
  283.8736  -32.6563  226.83   -0.3202   -0.4434
  283.8095  -32.6152  226.84   -0.2710   -0.3967
  283.7381  -32.5750  227.04   -0.2218   -0.3437
  283.6469  -32.5376  227.24   -0.1727   -0.2737
  283.5557  -32.5000  227.44   -0.1235   -0.2037
  283.4646  -32.4624  227.63   -0.0743   -0.1337
  283.3736  -32.4247  227.83   -0.0251   -0.0637
  283.2826  -32.3870  228.03    0.0241    0.0063
  283.1917  -32.3492  228.22    0.0732    0.0763
  283.1010  -32.3113  228.42    0.1224    0.1463
  283.0102  -32.2734  228.62    0.1716    0.2163
  282.9196  -32.2354  228.82    0.2208    0.2863
  282.8290  -32.1973  229.01    0.2700    0.3564
  282.7386  -32.1592  229.21    0.3192    0.4264
  282.6481  -32.1210  229.41    0.3683    0.4964
  282.5732  -32.0808  229.60    0.4175    0.5532
  282.5238  -32.0373  229.80    0.4667    0.5882
  282.4744  -31.9938  231.48    0.5159    0.6232
  282.4251  -31.9503  233.32    0.5651    0.6582
  282.3758  -31.9068  235.16    0.6143    0.6932
  282.3266  -31.8633  237.00    0.6634    0.7282
  282.2774  -31.8197  238.41    0.7126    0.7632
  282.2282  -31.7761  239.48    0.7618    0.7982
  282.1791  -31.7325  240.55    0.8110    0.8332
  282.1195  -31.6902  241.62    0.8602    0.8773
  282.0569  -31.6483  242.70    0.9093    0.9240
  281.9944  -31.6063  243.77    0.9585    0.9706
  281.9319  -31.5643  254.78    1.0077    1.0173
  281.7909  -31.5318  255.06    1.0569    1.1317
  281.5660  -31.5092  255.33    1.1061    1.3184
  281.3684  -31.4831  255.61    1.1553    1.4817
  281.2250  -31.4503  255.89    1.2044    1.5983
  281.0817  -31.4174  256.16    1.2536    1.7150
  280.9385  -31.3844  256.44    1.3028    1.8317
  280.7974  -31.3509  256.71    1.3520    1.9467
  280.7086  -31.3114  256.99    1.4012    2.0167
  280.6198  -31.2719  257.27    1.4503    2.0867
  280.5311  -31.2323  257.54    1.4995    2.1567
  280.4425  -31.1926  258.17    1.5487    2.2267
  280.3540  -31.1529  260.24    1.5979    2.2967
  280.2655  -31.1131  262.31    1.6471    2.3667
  280.1771  -31.0733  264.37    1.6963    2.4367
  280.0888  -31.0334  266.44    1.7454    2.5067
  280.0006  -30.9935  267.53    1.7946    2.5767
  279.9124  -30.9535  268.45    1.8438    2.6467
  279.8243  -30.9134  269.37    1.8930    2.7168
  279.7363  -30.8733  270.29    1.9422    2.7868
  279.6483  -30.8332  271.21    1.9913    2.8568
  279.5604  -30.7929  272.13    2.0405    2.9268
  279.4726  -30.7527  273.05    2.0897    2.9968
  279.3849  -30.7124  273.97    2.1389    3.0668
  279.2972  -30.6720  274.89    2.1881    3.1368
  279.2096  -30.6316  275.81    2.2373    3.2068
  279.1221  -30.5911  276.73    2.2864    3.2768
